Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
VIAB,Viacom Inc.,Consumer Discretionary,41.58,1.90,11.50,3.62,10.77,30.11,46.69,16.50,2.95,1.32,3.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB
V,Visa Inc.,Information Technology,82.30,0.80,32.52,2.53,11.61,66.12,84.27,192.58,10.27,12.79,7.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V
VNO,Vornado Realty Trust,Real Estate,104.42,2.67,49.23,2.12,27.92,78.91,108.69,19.73,1.21,7.93,3.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO
VMC,Vulcan Materials,Materials,128.01,0.62,46.74,2.74,34.04,87.17,138.18,16.94,0.97721,4.75,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC
WMT,Wal-Mart Stores,Consumer Staples,66.70,3.00,14.47,4.61,25.23,62.35,75.19,204.98,33.01,0.42,2.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
WBA,Walgreens Boots Alliance,Consumer Staples,80.59,1.83,21.33,3.78,27.17,71.50,88.00,86.99,7.89,0.75,2.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA
WM,Waste Management Inc.,Industrials,69.64,2.45,27.95,2.49,12.12,51.68,71.78,30.78,3.65,2.28,5.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
WAT,Waters Corporation,Health Care,145.05,0.00,22.63,6.41,28.64,112.00,162.53,11.66,0.7312000000000001,5.40,5.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT
WEC,Wec Energy Group Inc,Utilities,57.32,3.52,19.67,2.91,28.17,53.66,66.10,18.09,2.40,2.45,2.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
WFC,Wells Fargo,Financials,55.75,2.70,13.97,3.99,35.21,43.55,58.02,279.65,0.00,3.32,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
HCN,Welltower Inc.,Real Estate,66.34,5.25,29.26,2.27,38.03,52.80,80.19,24.05,2.09,5.72,1.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN
WDC,Western Digital,Information Technology,79.23,2.51,,-1.59,37.52,34.99,81.67,22.66,2.86,1.42,2.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
WU,Western Union Co,Information Technology,19.73,3.27,11.95,1.65,2.86,16.23,22.70,9.57,1.36,1.74,6.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU
WRK,WestRock Company,Materials,53.66,3.00,99.74,0.54,37.41,26.71,56.12,13.70,2.18,0.96,1.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK
WY,Weyerhaeuser Corp.,Real Estate,31.44,3.96,40.83,0.77,12.29,22.06,33.28,23.52,1.77,2.96,2.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY
WHR,Whirlpool Corp.,Consumer Discretionary,171.50,2.29,14.91,11.50,64.50,128.24,194.10,12.69,2.18,0.62,2.70,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR
WFM,Whole Foods Market,Consumer Staples,29.66,1.85,19.14,1.55,10.13,27.67,35.58,9.44,1.37,0.60,2.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFM
WMB,Williams Cos.,Energy,28.64,2.77,,-1.50,6.48,10.22,32.69,21.50,3.33,2.91,4.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
WLTW,Willis Towers Watson,Financials,125.24,1.53,67.88,1.85,78.47,104.11,133.40,17.13,1.36,2.48,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW
WYN,Wyndham Worldwide,Consumer Discretionary,79.17,2.53,15.18,5.21,7.36,60.59,81.08,8.53,1.27,1.66,10.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN
WYNN,Wynn Resorts Ltd,Consumer Discretionary,97.38,1.97,40.92,2.38,-1.32,56.51,109.50,9.88,0.87391,2.22,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN
XEL,Xcel Energy Inc,Utilities,41.39,3.29,19.07,2.17,21.63,38.00,45.42,21.02,3.59,1.88,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
XRX,Xerox Corp.,Information Technology,7.17,4.47,12.03,0.60,9.13,6.46,11.39,7.27,2.02,0.41,0.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRX
XLNX,Xilinx Inc,Information Technology,58.14,2.27,25.50,2.28,9.97,41.53,62.24,14.47,0.76713,6.18,5.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX
XL,XL Capital,Financials,38.94,2.13,30.71,1.27,42.95,30.33,39.74,10.48,0.85814,1.00,0.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XL
XYL,Xylem Inc.,Industrials,48.80,1.26,27.08,1.80,12.41,35.44,54.99,8.75,0.613,2.40,3.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL
YHOO,Yahoo Inc.,Information Technology,43.69,,,-0.23,32.39,26.15,45.08,41.88,0.3118,8.12,1.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YHOO
YUM,Yum! Brands Inc,Consumer Discretionary,65.67,2.64,16.89,3.89,-5.04,46.43,66.21,24.10,3.00,1.85,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM
ZBH,Zimmer Biomet Holdings,Health Care,117.62,0.81,65.86,1.79,48.68,88.27,133.21,23.56,2.89,3.12,2.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH
ZION,Zions Bancorp,Financials,41.77,0.76,20.99,1.99,34.10,19.65,44.33,8.48,0.00,3.77,1.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION
ZTS,Zoetis,Health Care,55.70,0.76,40.16,1.39,3.21,38.26,55.72,27.51,1.63,5.59,17.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
