Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
DLPH,Delphi Automotive,Consumer Discretionary,73.51,1.66,17.35,4.24,9.41,55.59,78.00,19.91,2.71,1.18,7.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLPH
DAL,Delta Air Lines,Industrials,47.38,1.71,8.18,5.79,16.75,32.60,52.76,34.68,8.86,0.87,2.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL
XRAY,Dentsply Sirona,Health Care,56.52,0.55,29.53,1.91,36.03,53.43,65.83,13.05,0.727,3.84,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY
DVN,Devon Energy Corp.,Energy,45.65,0.53,,-17.04,11.15,18.07,50.69,23.90,2.37,2.30,4.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
DLR,Digital Realty Trust,Real Estate,106.87,3.27,73.65,1.45,26.09,76.36,113.21,16.99,1.02,8.12,4.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR
DFS,Discover Financial Services,Financials,68.06,1.73,11.80,5.77,29.11,42.86,74.33,26.48,0.00,3.08,2.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS
DISCA,Discovery Communications-A,Consumer Discretionary,27.79,,15.71,1.77,8.74,23.66,29.75,12.70,2.44,1.98,3.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
DISCK,Discovery Communications-C,Consumer Discretionary,27.16,,15.35,1.77,8.74,22.43,28.91,12.41,2.44,1.94,3.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK
DG,Dollar General,Consumer Discretionary,73.50,1.35,17.24,4.26,19.41,66.50,96.88,20.31,2.37,0.95,3.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
DLTR,Dollar Tree,Consumer Discretionary,77.20,,22.70,3.40,21.39,72.52,99.93,18.22,2.27,0.88,3.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
D,Dominion Resources,Utilities,71.68,3.96,21.60,3.32,23.86,67.58,78.97,44.93,5.42,4.02,3.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D
DOV,Dover Corp.,Industrials,77.80,2.26,23.94,3.25,24.45,55.30,82.32,12.09,1.08,1.79,3.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV
DOW,Dow Chemical,Materials,59.86,3.09,17.01,3.52,23.49,44.40,61.73,66.22,8.59,1.39,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOW
DPS,Dr Pepper Snapple Group,Consumer Staples,91.58,2.32,19.88,4.61,11.58,81.05,98.80,16.82,1.65,2.59,7.80,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS
DTE,DTE Energy Co.,Utilities,98.95,3.35,21.78,4.54,50.88,81.75,100.45,17.75,2.15,1.72,1.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
DD,Du Pont (E.I.),Materials,76.17,2.01,26.68,2.86,11.31,55.94,78.36,65.73,5.07,2.68,6.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
DUK,Duke Energy,Utilities,77.79,4.35,18.82,4.13,58.77,72.34,87.75,53.59,9.61,2.33,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
DNB,Dun & Bradstreet,Industrials,123.20,1.57,47.09,2.62,-29.02,85.99,141.57,4.53,0.4245,2.68,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
ETFC,E*Trade,Financials,34.25,0.00,17.30,1.98,21.41,19.61,38.61,9.40,0.00,4.94,1.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
EMN,Eastman Chemical,Materials,77.62,2.63,13.29,5.84,30.26,56.03,80.48,11.37,2.03,1.27,2.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
ETN,Eaton Corporation,Industrials,70.02,3.22,16.55,4.23,34.10,52.35,72.00,31.63,3.27,1.62,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN
EBAY,eBay Inc.,Information Technology,31.97,,5.03,6.35,9.53,21.51,33.19,35.36,3.01,3.96,3.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY
ECL,Ecolab Inc.,Materials,120.21,1.23,33.42,3.60,23.56,98.62,124.60,35.05,2.87,2.67,5.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL
EIX,Edison Int'l,Utilities,72.61,2.98,26.92,2.70,36.26,61.50,78.72,23.66,3.69,2.06,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX
EW,Edwards Lifesciences,Health Care,89.73,,35.47,2.53,12.60,75.29,121.75,19.19,0.8559,7.31,7.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW
EA,Electronic Arts,Information Technology,82.51,,21.03,3.92,12.03,53.01,86.07,24.90,1.19,5.51,6.90,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA
EMR,Emerson Electric Company,Industrials,58.88,3.27,23.37,2.52,11.77,44.62,60.93,37.85,3.11,2.60,4.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
ENDP,Endo International,Health Care,12.60,,,-0.57,27.15,11.37,56.71,2.81,0.25221,0.72,0.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENDP
ETR,Entergy Corp.,Utilities,71.44,4.86,9.97,7.16,56.21,66.71,82.08,12.80,3.51,1.18,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR
EVHC,Envision Healthcare Corp,Health Care,68.84,,21.25,3.24,41.91,57.32,83.27,3.70,0.73615,1.23,1.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVHC
EOG,EOG Resources,Energy,99.71,0.66,,-2.26,21.40,62.53,109.37,57.48,2.40,8.35,4.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG
EQT,EQT Corporation,Energy,63.87,0.20,,-2.44,35.00,54.22,80.61,11.03,1.01,6.23,1.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT
EFX,Equifax Inc.,Industrials,118.05,1.13,29.89,3.95,22.96,91.72,136.97,14.14,1.04,4.66,5.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX
EQIX,Equinix,Real Estate,383.08,1.82,345.43,1.11,64.78,255.45,391.07,27.34,1.39,8.01,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX
EQR,Equity Residential,Real Estate,60.76,3.32,5.29,11.48,27.56,58.28,76.15,22.22,1.63,8.68,2.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR
ESS,"Essex Property Trust, Inc.",Real Estate,226.34,2.85,50.23,4.51,92.92,191.25,237.50,14.83,0.89864,11.00,2.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS
EL,Estee Lauder Cos.,Consumer Staples,82.00,1.67,28.00,2.93,9.98,75.29,97.48,30.05,2.15,2.59,8.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL
ES,Eversource Energy,Utilities,55.35,3.22,19.70,2.81,33.53,50.56,60.44,17.54,2.51,2.29,1.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES
EXC,Exelon Corp.,Utilities,35.82,3.55,26.85,1.33,28.19,29.82,37.70,33.07,8.70,1.08,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC
EXPE,Expedia Inc.,Consumer Discretionary,120.59,0.86,95.86,1.26,25.91,88.40,133.55,18.09,1.02,2.16,4.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE
EXPD,Expeditors Int'l,Industrials,52.44,1.54,22.21,2.36,10.26,43.61,56.37,9.46,0.72239,1.56,5.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD
ESRX,Express Scripts,Health Care,66.69,0.00,15.00,4.45,25.30,64.46,80.02,41.12,6.84,0.42,2.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX
EXR,Extra Space Storage,Real Estate,72.46,4.33,31.29,2.32,17.48,68.09,94.81,9.12,0.55824,9.29,4.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR
XOM,Exxon Mobil Corp.,Energy,83.45,3.58,39.07,2.14,41.14,77.58,95.55,346.04,22.28,1.75,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
FFIV,F5 Networks,Information Technology,134.45,,24.26,5.54,18.44,86.03,148.34,8.71,0.61023,4.24,7.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV
FB,Facebook,Information Technology,130.84,,50.44,2.59,18.82,96.82,135.49,377.10,12.86,15.57,7.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB
FAST,Fastenal Co,Industrials,49.00,2.58,28.34,1.73,6.68,37.70,51.56,14.17,0.89936,3.62,7.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST
FRT,Federal Realty Investment Trust,Real Estate,140.11,2.79,38.10,3.68,27.34,134.39,171.08,10.06,0.50346,12.49,5.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT
FDX,FedEx Corporation,Industrials,184.61,0.85,27.13,6.80,54.52,122.78,201.57,49.20,7.86,0.90,3.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX
FIS,Fidelity National Information Services,Information Technology,79.06,1.46,54.75,1.44,29.45,55.10,81.67,25.95,2.20,2.99,2.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS
FITB,Fifth Third Bancorp,Financials,25.94,2.15,13.44,1.93,19.82,13.84,27.88,19.47,0.00,3.45,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB
FSLR,First Solar Inc,Information Technology,31.59,,6.45,4.89,57.22,28.60,74.29,3.28,0.72061,0.97,0.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FSLR
FE,FirstEnergy Corp,Utilities,29.95,4.75,,-1.43,27.02,29.33,36.60,12.75,4.00,0.89,1.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE
FISV,Fiserv Inc,Information Technology,105.46,,26.45,3.99,11.80,90.49,111.51,22.89,1.70,4.20,8.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV
FLIR,FLIR Systems,Information Technology,35.76,1.36,28.11,1.27,12.15,26.48,37.17,4.87,0.35322000000000003,2.97,2.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR
FLS,Flowserve Corporation,Industrials,48.19,1.55,41.83,1.15,13.05,38.04,52.50,6.29,0.5198400000000001,1.53,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS
FLR,Fluor Corp.,Industrials,55.02,1.51,48.69,1.13,22.31,41.06,57.78,7.66,0.85324,0.42,2.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR
FMC,FMC Corporation,Materials,60.48,1.10,,-0.09,15.57,32.24,62.84,8.09,0.672,2.45,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC
FTI,FMC Technologies Inc.,Energy,32.92,3.32,7.12,4.62,43.16,22.30,37.09,3.92,1.31,0.39,0.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI
FL,Foot Locker Inc,Consumer Discretionary,69.28,1.60,14.96,4.63,19.89,50.90,79.43,9.17,1.14,1.18,3.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL
F,Ford Motor,Consumer Discretionary,12.28,4.85,6.78,1.81,7.92,11.07,14.22,48.80,15.44,0.32,1.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F
FTV,Fortive Corp,Industrials,55.21,0.51,21.60,2.56,7.39,43.00,56.24,19.09,1.45,3.09,7.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV
FBHS,Fortune Brands Home & Security,Industrials,55.64,1.31,22.26,2.50,15.29,44.19,64.47,8.59,0.7533,1.77,3.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS
BEN,Franklin Resources,Financials,39.90,2.01,13.45,2.97,21.15,30.56,42.18,22.56,2.32,3.52,1.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN
FCX,Freeport-McMoran Cp & Gld,Materials,16.81,0.00,,-3.15,4.20,4.65,17.06,24.21,3.64,1.64,4.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX
FTR,Frontier Communications,Telecommunications Services,3.37,12.03,,-0.53,4.05,3.10,5.85,3.95,3.08,0.51,0.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTR
GPS,Gap (The),Consumer Discretionary,22.79,3.99,13.57,1.68,6.83,17.00,30.74,9.09,1.98,0.58,3.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS
GRMN,Garmin Ltd.,Consumer Discretionary,49.80,4.22,18.59,2.68,17.84,32.83,56.19,9.38,0.69237,3.09,2.70,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN
GD,General Dynamics,Industrials,180.36,1.68,18.94,9.52,36.28,125.74,187.37,54.56,4.76,1.75,4.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD
GE,General Electric,Industrials,29.68,3.23,33.12,0.90,8.62,27.10,33.00,261.04,16.80,2.11,3.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
GGP,General Growth Properties Inc.,Real Estate,24.75,3.57,18.47,1.34,9.39,23.77,32.10,22.13,1.59,9.42,2.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP
GIS,General Mills,Consumer Staples,61.72,3.07,23.05,2.68,7.20,54.84,72.95,35.80,3.38,2.23,8.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS
GM,General Motors,Consumer Discretionary,35.73,4.15,4.08,8.76,29.81,26.69,38.38,54.46,18.66,0.34,1.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
GPC,Genuine Parts,Consumer Discretionary,96.62,2.72,20.88,4.63,22.34,83.19,105.97,14.37,1.24,0.94,4.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC
GILD,Gilead Sciences,Health Care,72.25,2.59,6.68,10.81,12.76,69.78,103.10,95.19,20.38,3.04,5.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD
GPN,Global Payments Inc,Information Technology,76.72,0.05,46.36,1.65,17.44,51.29,80.88,11.68,0.83112,3.55,4.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN
GS,Goldman Sachs Group,Financials,230.41,1.13,14.15,16.29,181.25,138.20,247.77,95.57,0.00,3.13,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS
GT,Goodyear Tire & Rubber,Consumer Discretionary,32.07,1.05,26.79,1.20,17.15,24.31,33.36,8.37,2.35,0.54,1.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT
GWW,Grainger (W.W.) Inc.,Industrials,252.07,1.93,25.54,9.87,32.41,197.66,262.71,14.82,1.37,1.47,7.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW
HAL,Halliburton Co.,Energy,56.29,1.27,,-6.69,10.85,27.96,58.78,48.69,2.14,3.06,5.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL
HBI,Hanesbrands Inc,Consumer Discretionary,22.71,2.53,17.56,1.29,3.14,21.40,30.42,8.58,0.98676,1.50,7.40,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI
HOG,Harley-Davidson,Consumer Discretionary,56.25,2.45,15.06,3.73,11.17,36.97,62.35,10.04,1.26,1.66,5.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG
HAR,Harman Int'l Industries,Consumer Discretionary,111.12,1.26,21.98,5.06,36.87,64.93,111.35,7.77,0.8603500000000001,1.07,3.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAR
HRS,Harris Corporation,Information Technology,104.98,2.06,39.23,2.68,24.60,70.97,107.54,13.05,1.68,1.71,4.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS
HIG,Hartford Financial Svc.Gp.,Financials,47.97,1.89,13.84,3.47,49.15,38.38,49.68,18.12,2.31,1.00,0.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG
HAS,Hasbro Inc.,Consumer Discretionary,82.44,2.47,19.59,4.21,13.94,68.60,88.53,10.29,0.9406,2.11,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS
HCA,HCA Holdings,Health Care,82.29,0.00,13.03,6.32,-20.64,63.87,83.69,30.83,8.09,0.75,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA
HCP,HCP Inc.,Real Estate,30.70,4.88,,-0.07,19.63,25.11,40.43,14.37,1.78,5.35,1.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP
HP,Helmerich & Payne,Energy,70.07,3.93,,-1.02,41.34,44.30,85.78,7.59,0.49541,5.12,1.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP
HSIC,Henry Schein,Health Care,161.22,,26.77,6.02,35.90,143.64,183.00,12.98,0.96657,1.14,4.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC
HES,Hess Corporation,Energy,53.96,1.85,,-19.92,46.39,36.95,65.56,16.91,0.087,3.53,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES
HPE,Hewlett Packard Enterprise,Information Technology,22.69,1.06,12.47,1.82,18.87,12.02,24.79,37.77,7.83,0.75,1.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE
HOLX,Hologic,Health Care,39.47,,34.03,1.16,7.72,31.84,41.24,10.98,1.03,4.01,5.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX
HD,Home Depot,Consumer Discretionary,136.95,2.01,22.23,6.16,4.61,109.62,139.37,166.83,14.93,1.79,29.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD
HON,Honeywell Int'l Inc.,Industrials,117.99,2.25,19.03,6.20,25.64,99.88,119.38,89.96,7.71,2.29,4.60,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON
HRL,Hormel Foods Corp.,Consumer Staples,35.97,1.87,21.93,1.64,8.42,33.18,45.72,19.02,1.42,1.98,4.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL
HST,Host Hotels & Resorts,Real Estate,17.91,5.53,16.91,1.06,9.61,13.41,19.51,13.25,1.43,2.41,1.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST
HPQ,HP Inc.,Information Technology,15.21,3.53,10.62,1.43,-2.27,8.91,16.25,25.94,4.27,0.53,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ
HUM,Humana Inc.,Health Care,199.39,0.58,26.96,7.39,75.69,150.00,217.80,29.73,2.78,0.54,2.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM
HBAN,Huntington Bancshares,Financials,13.24,2.37,19.76,0.67,8.48,7.95,14.17,14.37,0.00,4.40,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN
IDXX,IDEXX Laboratories,Health Care,139.07,,59.23,2.35,0.61,66.82,139.90,12.47,0.41126,6.36,200.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX
ITW,Illinois Tool Works,Industrials,126.98,2.04,22.28,5.70,12.21,88.32,130.16,44.23,3.53,3.25,10.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW
ILMN,Illumina Inc,Health Care,162.89,,54.66,2.98,15.25,119.37,186.88,23.93,0.7206,10.01,10.60,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN
IR,Ingersoll-Rand PLC,Industrials,78.00,2.02,13.53,5.76,26.20,48.31,80.87,20.15,1.94,1.50,2.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR
INTC,Intel Corp.,Information Technology,36.68,2.82,17.30,2.12,13.99,27.68,38.45,173.68,22.96,2.91,2.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC
ICE,Intercontinental Exchange,Financials,58.39,1.17,23.92,2.44,26.07,45.44,59.86,6.72,2.62,1.58,2.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE
IBM,International Business Machines,Information Technology,174.58,3.21,14.10,12.38,19.24,116.90,179.25,165.61,17.49,2.07,9.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM
IP,International Paper,Materials,53.35,3.27,25.70,2.08,10.24,32.83,58.86,21.94,2.93,1.10,5.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP
IPG,Interpublic Group,Consumer Discretionary,23.31,2.55,17.43,1.34,4.89,19.79,24.82,9.25,1.07,1.19,4.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG
IFF,Intl Flavors & Fragrances,Materials,116.84,2.18,23.25,5.03,21.31,97.24,143.64,9.28,0.70174,3.02,5.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF
INTU,Intuit Inc.,Information Technology,117.83,1.15,31.52,3.74,3.64,88.17,120.55,30.24,1.43,6.35,32.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU
ISRG,Intuitive Surgical Inc.,Health Care,700.16,,37.38,18.73,148.91,502.01,727.25,27.17,1.04,10.00,4.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG
IVZ,Invesco Ltd.,Financials,29.55,3.87,14.34,2.06,18.94,23.01,33.34,12.07,1.35,2.55,1.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
IRM,Iron Mountain Incorporated,Real Estate,36.20,6.15,137.12,0.26,8.07,26.08,41.50,9.54,1.00,2.85,4.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
JBHT,J. B. Hunt Transport Services,Industrials,97.24,0.93,25.52,3.81,12.70,71.54,102.38,10.82,1.08,1.67,7.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT
JEC,Jacobs Engineering Group,Industrials,58.70,1.02,33.93,1.73,35.26,34.76,63.42,7.09,0.6549400000000001,0.65,1.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC
SJM,JM Smucker,Consumer Staples,137.58,2.21,22.43,6.13,61.67,121.79,157.31,16.02,1.69,2.10,2.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
JNJ,Johnson & Johnson,Health Care,113.57,2.83,19.15,5.93,26.73,99.78,126.07,308.97,24.81,4.28,4.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
JCI,Johnson Controls International,Industrials,42.30,2.55,,-1.30,25.77,34.47,48.97,39.58,3.51,1.06,1.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
JPM,JPMorgan Chase & Co.,Financials,84.59,2.27,13.67,6.19,63.89,52.50,88.17,302.05,0.00,3.36,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
JNPR,Juniper Networks,Information Technology,27.24,1.49,17.57,1.55,13.09,21.17,29.21,10.35,1.12,2.04,2.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR
KSU,Kansas City Southern,Industrials,84.94,1.54,19.17,4.43,38.31,73.50,100.69,9.06,1.12,3.93,2.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSU
K,Kellogg Co.,Consumer Staples,72.77,2.86,36.62,1.99,6.22,70.33,87.16,25.54,2.03,1.93,11.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
KEY,KeyCorp,Financials,17.84,1.89,22.27,0.80,12.58,9.88,18.77,19.25,0.00,4.12,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY
KMB,Kimberly-Clark,Consumer Staples,121.41,3.20,20.27,5.99,-0.29,111.30,138.87,43.29,4.05,2.37,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB
KIM,Kimco Realty,Real Estate,24.87,4.34,16.68,1.49,12.47,24.35,32.24,10.57,0.72482,8.88,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM
KMI,Kinder Morgan,Energy,22.65,2.24,91.33,0.25,15.44,13.26,23.36,50.51,6.16,3.80,1.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KLAC,KLA-Tencor Corp.,Information Technology,87.36,2.54,15.88,5.50,6.16,62.33,87.96,13.69,1.25,4.14,13.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KSS,Kohl's Corp.,Consumer Discretionary,39.80,5.02,12.11,3.29,29.02,33.87,59.67,7.02,2.38,0.37,1.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS
KHC,Kraft Heinz Co,Consumer Staples,88.61,2.69,39.00,2.27,47.34,70.01,90.54,107.86,8.71,4.02,1.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR,Kroger Co.,Consumer Staples,34.10,1.41,16.39,2.08,7.08,28.71,40.91,31.99,5.88,0.28,4.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LB,L Brands Inc.,Consumer Discretionary,59.28,4.09,14.92,3.97,-4.16,57.48,88.77,16.95,2.63,1.35,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
LLL,L-3 Communications Holdings,Industrials,157.30,1.76,17.46,9.01,58.86,112.45,161.91,12.16,1.21,1.16,2.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL
LH,Laboratory Corp. of America Holding,Health Care,136.49,0.00,21.64,6.31,53.73,97.79,141.32,14.06,1.79,1.51,2.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX,Lam Research,Information Technology,117.23,1.57,21.01,5.58,39.39,63.10,119.14,19.03,1.62,3.00,2.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LEG,Leggett & Platt,Industrials,48.18,2.85,17.48,2.76,7.97,39.56,54.62,6.62,0.6374,1.78,6.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG
